BillboardTree,-41,13,483
BillboardTree,-23,13,517
BillboardTree,-55,13,505
BillboardTree,48,13,486
BillboardTree,31,13,457
BillboardTree,-56,13,456
BillboardTree,-56,13,478
BillboardTree,30,13,488
BillboardTree,20,13,504.14
BillboardTree,-2,13,504.14
BillboardTree,-37.06,13,504.14
Block,-6,-3,420
Block,9,0,-18
Block,21,-3,63
Block,-9,-3,69
Block,3,-3,138
Grass,52.55,6.27,80.77
Block,0,0,-18
Block,9,-3,219
Block,75,-6,435
Block,12,-3,324
Block,48,-3,264
Block,-87,-6,471
Block,30,-3,249
Block,27,-3,303
Block,12,-3,378
Block,45,-6,465
Block,78,-6,501
Block,-24,-3,354
Block,0,-3,108
Block,-9,-3,324
Block,-60,-6,510
Block,-99,-6,498
Block,9,-3,54
Block,0,-3,54
Block,-18,-3,36
Block,66,-6,516
Block,33,-6,432
Block,21,0,0
Block,51,-6,462
Block,18,-3,231
Block,54,-6,483
Block,-9,-3,42
Block,-12,-3,42
Block,-45,-6,486
Block,12,-3,390
Block,-48,-6,525
Block,51,-3,174
Block,-72,-6,492
Block,30,-3,291
Block,42,-3,243
Block,-84,-6,444
Grass,-58.45,6.27,106.77
Block,-84,-6,435
Block,-87,-6,441
Block,54,-6,471
Block,60,-6,444
Block,-27,-6,426
Block,60,-3,192
Block,-9,-3,285
Block,-99,-6,519
Block,15,-3,321
Block,3,-3,177
Block,57,-3,192
Block,3,-3,312
Block,0,-3,300
Block,-39,-6,477
Block,-3,-6,456
Block,-39,-3,354
Block,-18,-3,90
Block,-15,-3,306
Block,-18,-3,321
Block,-6,-3,102
Block,12,-3,339
Block,42,-6,489
Block,-6,-3,324
Block,24,-3,198
Block,-21,-3,66
Block,-39,-6,447
Block,45,-6,519
Block,12,-3,147
Block,42,-3,138
Block,-9,-6,522
Block,-33,-6,426
Block,42,-6,522
Block,-66,-6,483
Block,-3,-3,327
Block,-6,-3,33
Block,75,-6,489
Block,3,-6,468
Block,9,-3,192
Block,0,-6,486
Block,-15,-3,312
Block,57,-3,246
Block,-24,-3,45
Block,-96,-6,519
Block,-15,-3,84
Block,-90,-6,459
Block,48,-6,528
Block,-39,-6,513
Block,30,-3,264
Block,45,-6,477
Block,-60,-6,441
Block,-12,-6,453
Block,3,-6,444
Block,-27,-6,501
Block,-21,-3,423
Block,42,-3,195
Block,3,-3,408
Block,-24,0,0
Block,9,-6,498
Block,9,-3,327
Block,75,-6,504
Block,30,-3,141
Block,9,-6,435
Block,3,-6,486
Block,39,-3,174
Block,12,-3,285
Block,33,-6,531
Block,-27,0,-15
Block,-69,-6,456
Block,3,-3,33
Block,12,-3,42
Block,-51,-6,453
Block,-24,-6,435
Block,3,-6,495
Block,60,-6,432
Block,-39,-6,522
Block,-36,-6,528
Block,-6,-3,129
Block,-12,-3,81
Block,-24,-3,333
Block,33,-3,306
Block,-99,-6,426
Block,-84,-6,489
Block,30,-3,195
Block,-12,0,3
Block,-33,-6,528
Block,-60,-6,507
Block,-63,-6,486
Block,-3,-3,408
Block,48,-3,267
Block,18,-3,63
Block,-18,0,-18
Block,-27,-3,423
Block,54,-3,246
Block,30,-6,447
Block,-24,-3,417
Block,-21,0,-6
Block,30,-3,207
Block,33,-3,105
Block,-24,-6,465
Block,0,-3,57
Block,-3,-6,498
Block,54,-6,426
Block,-81,-6,516
Block,-60,-6,459
Block,72,-6,477
Block,-21,-6,501
Block,39,-3,288
Block,-21,-3,93
Block,-12,-3,375
Block,33,-6,474
Block,27,-3,294
Block,-24,-3,15
Block,-81,-6,486
Block,-15,-6,444
Block,-33,-3,63
Block,-18,-9,495
Block,-96,-6,453
Block,63,-6,465
Block,-57,-6,453
Block,72,-6,462
Block,18,-3,318
Block,57,-3,210
Block,-3,-6,438
Block,36,-6,441
Block,9,-6,528
Block,18,-3,330
Block,-30,-6,483
Block,-63,-6,510
Block,3,-6,516
Block,51,-6,450
Block,21,-3,117
Block,18,-6,474
Block,45,-3,168
Block,6,-3,81
Block,0,-6,507
Block,-81,-6,468
Block,-6,-3,24
Block,39,-3,195
Block,-39,-6,438
Block,15,-3,132
Block,-3,0,0
Block,36,-3,171
Block,21,-3,33
Block,30,-3,297
Block,-63,-6,504
Block,-6,-3,21
Block,18,-3,393
Block,-72,-6,426
Block,78,-6,447
Block,-3,-3,414
Block,45,-6,432
Block,6,-3,414
Block,57,-6,459
Block,24,-3,252
Block,-42,-6,480
Block,45,-6,474
Block,39,-6,498
Block,60,-6,465
Block,51,-3,270
Block,-21,-3,414
Block,60,-6,486
Block,-78,-6,525
Block,6,-3,156
Block,6,-3,369
Block,-21,0,-3
Block,21,-3,264
Block,-96,-6,459
Block,45,-3,267
Block,27,-3,153
Block,-30,-3,363
Block,-18,-3,72
Block,24,-6,444
Block,12,-6,486
Block,63,-6,486
Block,54,-3,195
Block,48,-3,177
Block,-45,-6,432
Block,24,-3,204
Block,-93,-6,459
Block,36,-6,480
Block,3,-3,126
Block,15,-3,276
Grass,23.55,0.27,270.77
Block,9,-3,129
Block,9,-3,51
Block,27,-3,159
Block,45,-6,513
Block,36,-3,180
Block,39,-3,321
Block,30,-3,294
Block,15,-3,258
Block,24,-3,123
Grass,31.55,-2.73,449.77
Block,-78,-6,486
Block,-3,-3,261
Block,-36,-6,513
Block,54,-3,219
Block,30,-3,258
Block,18,-3,222
Block,-72,-6,489
Block,15,-3,63
Block,-96,-6,477
Block,51,-6,468
Block,-51,-6,483
Block,33,-3,237
Block,57,-6,522
Block,3,0,3
Block,-27,-6,450
Block,39,-6,507
Block,-21,-6,531
Block,51,-3,213
Block,48,-6,525
Block,-24,-3,339
BillboardTree,-62.29,20.18,77.51
Block,6,-3,39
Block,18,-3,66
Block,3,-6,450
Block,9,-3,333
Block,-21,-6,474
Block,33,-6,462
Block,9,-6,486
Block,12,-3,33
Block,9,-3,294
Block,33,-3,132
Block,75,-6,432
Block,72,-6,432
Block,-96,-6,504
Block,51,-3,258
Block,15,0,3
Block,30,-3,165
Block,-12,-6,450
Block,6,-3,111
Block,57,-6,444
Block,54,-3,198
Block,24,-3,120
Block,-6,-3,330
Block,9,-3,81
Block,-87,-6,516
Block,-3,-3,108
Block,39,-3,231
Block,36,-6,453
Block,-63,-6,477
Block,15,-6,510
Block,3,-3,384
Block,-21,-3,117
Block,-3,-6,501
Block,-21,-3,420
Block,6,-3,159
Block,-69,-6,498
Grass,25.55,0.27,121.77
Block,27,-3,246
Block,9,-3,363
Block,30,-3,330
Block,36,-3,216
Block,9,-3,351
Block,60,-6,456
Block,-48,-6,435
Block,-18,-3,390
Block,18,-3,204
Block,0,-3,66
