Block,-60,1,22,4.71,0,0,300,300,300
Block,-17,1,81,4.71,0,0,300,300,300
Block,-20,1,449.5,4.71,0,0,300,300,300
Block,51,1,213.5,4.71,0,0,300,300,300
Block,-33,1,75,4.71,0,0,300,300,300
Block,69,1,216.5,4.71,0,0,300,300,300
Block,62,-13,449.5,4.71,0,0,300,300,300
Block,-8,1,238,4.71,0,0,300,300,300
Block,10,-13,414,4.71,0,0,300,300,300
Block,-26,1,482,4.71,0,0,300,300,300
Block,-33,1,-49,4.71,0,0,300,300,300
Tree,-55.94,20.18,108.94,0,4.97,0,28.48,64.35,28.48
Block,51,1,142.5,4.71,0,0,300,300,300
Block,7,-13,420,4.71,0,0,300,300,300
Block,-10,1,163.5,4.71,0,0,300,300,300
Block,4,1,75,4.71,0,0,300,300,300
Block,-41,1,443.5,4.71,0,0,300,300,300
Block,1,1,81,4.71,0,0,300,300,300
Block,2,1,131,4.71,0,0,300,300,300
Block,25,1,13,4.71,0,0,300,300,300
Block,42,1,137,4.71,0,0,300,300,300
Block,19,1,249.5,4.71,0,0,300,300,300
Block,-48,1,1,4.71,0,0,300,300,300
Block,-5,1,273.5,4.71,0,0,300,300,300
Block,22,-13,375.5,4.71,0,0,300,300,300
Block,47,-13,434.5,4.71,0,0,300,300,300
Block,-57,1,-37.5,4.71,0,0,300,300,300
Block,-5,1,-28.5,4.71,0,0,300,300,300
Block,22,-13,422.5,4.71,0,0,300,300,300
Block,-35,1,437.5,4.71,0,0,300,300,300
Block,-42,1,-40,4.71,0,0,300,300,300
Block,-53,1,502.5,4.71,0,0,300,300,300
Block,22,-13,476,4.71,0,0,300,300,300
Block,-5,1,246.5,4.71,0,0,300,300,300
Block,28,1,344.5,4.71,0,0,300,300,300
Block,72,1,213.5,4.71,0,0,300,300,300
Block,-32,1,393,4.71,0,0,300,300,300
Block,22,1,31,4.71,0,0,300,300,300
Block,26,1,116,4.71,0,0,300,300,300
Block,-33,1,-46,4.71,0,0,300,300,300
Block,28,-13,491,4.71,0,0,300,300,300
Block,63,1,119,4.71,0,0,300,300,300
Block,4,1,-40,4.71,0,0,300,300,300
Block,63,1,166.5,4.71,0,0,300,300,300
Block,-63,1,33.5,4.71,0,0,300,300,300
Block,-8,-13,387,4.71,0,0,300,300,300
Block,35,-13,431.5,4.71,0,0,300,300,300
Block,-42,1,16,4.71,0,0,300,300,300
Block,-17,1,-28.5,4.71,0,0,300,300,300
Block,-5,1,13,4.71,0,0,300,300,300
Block,59,-13,375.5,4.71,0,0,300,300,300
Block,23,1,157.5,4.71,0,0,300,300,300
Block,-14,1,428.5,4.71,0,0,300,300,300
Block,28,1,264.5,4.71,0,0,300,300,300
Block,5,1,116,4.71,0,0,300,300,300
Block,41,-13,411,4.71,0,0,300,300,300
Block,69,1,190,4.71,0,0,300,300,300
Block,59,-13,399,4.71,0,0,300,300,300
Block,7,-13,434.5,4.71,0,0,300,300,300
Block,-47,1,476,4.71,0,0,300,300,300
Block,-14,1,33.5,4.71,0,0,300,300,300
Block,44,-13,467,4.71,0,0,300,300,300
Block,60,1,151.5,4.71,0,0,300,300,300
Block,23,1,107,4.71,0,0,300,300,300
Block,-47,1,443.5,4.71,0,0,300,300,300
Block,39,1,181,4.71,0,0,300,300,300
Block,-53,1,384.5,4.71,0,0,300,300,300
Block,-27,1,4,4.71,0,0,300,300,300
Block,-2,-13,455.5,4.71,0,0,300,300,300
Block,50,-13,464,4.71,0,0,300,300,300
Block,44,-13,414,4.71,0,0,300,300,300
Block,-2,1,63.5,4.71,0,0,300,300,300
Block,-30,1,-13.5,4.71,0,0,300,300,300
Block,42,1,92.5,4.71,0,0,300,300,300
Block,74,-13,387,4.71,0,0,300,300,300
Block,22,-13,396,4.71,0,0,300,300,300
Block,13,1,87,4.71,0,0,300,300,300
Block,22,-13,482,4.71,0,0,300,300,300
Block,-1,1,219.5,4.71,0,0,300,300,300
Block,22,-13,455.5,4.71,0,0,300,300,300
Block,-50,1,387,4.71,0,0,300,300,300
Block,-14,1,-4.5,4.71,0,0,300,300,300
Block,13,1,282,4.71,0,0,300,300,300
Block,23,1,181,4.71,0,0,300,300,300
Block,51,1,199,4.71,0,0,300,300,300
Block,60,1,225.5,4.71,0,0,300,300,300
Block,10,-13,440.5,4.71,0,0,300,300,300
Block,-21,1,81,4.71,0,0,300,300,300
Block,-8,-13,508.5,4.71,0,0,300,300,300
Block,-42,1,48.5,4.71,0,0,300,300,300
Block,-23,1,408,4.71,0,0,300,300,300
Block,7,-13,411,4.71,0,0,300,300,300
Block,-32,1,496.5,4.71,0,0,300,300,300
Block,51,1,175,4.71,0,0,300,300,300
Block,54,1,148.5,4.71,0,0,300,300,300
Grass,34.55,0.27,178.77,0,0,0,11,11,11
Block,-8,-13,411,4.71,0,0,300,300,300
Block,25,1,285,4.71,0,0,300,300,300
Block,-60,1,33.5,4.71,0,0,300,300,300
Block,1,1,-37.5,4.71,0,0,300,300,300
Block,72,1,219.5,4.71,0,0,300,300,300
Block,48,1,142.5,4.71,0,0,300,300,300
Block,16,-13,390,4.71,0,0,300,300,300
Block,-14,1,63.5,4.71,0,0,300,300,300
Block,-57,1,-4.5,4.71,0,0,300,300,300
Block,-5,1,-7.5,4.71,0,0,300,300,300
Block,-38,1,482,4.71,0,0,300,300,300
Block,-5,-13,458,4.71,0,0,300,300,300
Block,4,-13,414,4.71,0,0,300,300,300
Block,77,-13,449.5,4.71,0,0,300,300,300
Block,-42,1,25,4.71,0,0,300,300,300
Block,-50,1,461,4.71,0,0,300,300,300
Block,-8,-13,431.5,4.71,0,0,300,300,300
Block,-38,1,384.5,4.71,0,0,300,300,300
Block,-42,1,-19.5,4.71,0,0,300,300,300
Block,45,1,125,4.71,0,0,300,300,300
Block,50,-13,496.5,4.71,0,0,300,300,300
Block,28,1,326.5,4.71,0,0,300,300,300
Block,-5,1,42.5,4.71,0,0,300,300,300
Block,16,1,371,4.71,0,0,300,300,300
Block,35,-13,417,4.71,0,0,300,300,300
Block,36,1,139.5,4.71,0,0,300,300,300
Block,-63,1,66.5,4.71,0,0,300,300,300
Block,28,-13,502.5,4.71,0,0,300,300,300
Block,28,-13,396,4.71,0,0,300,300,300
Block,77,-13,470,4.71,0,0,300,300,300
Block,30,1,163.5,4.71,0,0,300,300,300
Block,54,1,160.5,4.71,0,0,300,300,300
Block,56,-13,458,4.71,0,0,300,300,300
