1,-47,-8.344655E-07,3.999996
1,-47,-1.192097E-07,9.999996
1,-47,-1.549721E-06,-2.000004
1,-41,-8.344655E-07,3.999996
1,-41,-1.192097E-07,9.999996
1,-41,-1.549721E-06,-2.000004
1,-35,-8.344655E-07,3.999996
1,-35,-1.192097E-07,9.999996
1,-35,-1.549721E-06,-2.000004
1,-46,-8.344655E-07,3.999996
1,-46,-1.192097E-07,9.999996
1,-46,-1.549721E-06,-2.000004
1,-40,-8.344655E-07,3.999996
1,-40,-1.192097E-07,9.999996
1,-40,-1.549721E-06,-2.000004
1,-34,-8.344655E-07,3.999996
1,-34,-1.192097E-07,9.999996
1,-34,-1.549721E-06,-2.000004
1,-45,-8.344655E-07,3.999996
1,-45,-1.192097E-07,9.999996
1,-45,-1.549721E-06,-2.000004
1,-39,-8.344655E-07,3.999996
1,-39,-1.192097E-07,9.999996
1,-39,-1.549721E-06,-2.000004
1,-33,-8.344655E-07,3.999996
1,-33,-1.192097E-07,9.999996
1,-33,-1.549721E-06,-2.000004
1,-51,-1.192097E-07,9.999996
1,-44,-8.344655E-07,3.999996
1,-44,-1.192097E-07,9.999996
1,-44,-1.549721E-06,-2.000004
1,-38,-8.344655E-07,3.999996
1,-38,-1.192097E-07,9.999996
1,-38,-1.549721E-06,-2.000004
1,-32,-8.344655E-07,3.999996
1,-32,-1.192097E-07,9.999996
1,-32,-1.549721E-06,-2.000004
1,-43,-8.344655E-07,3.999996
1,-43,-1.192097E-07,9.999996
1,-43,-1.549721E-06,-2.000004
1,-37,-8.344655E-07,3.999996
1,-37,-1.192097E-07,9.999996
1,-37,-1.549721E-06,-2.000004
1,-31,-8.344655E-07,3.999996
1,-31,-1.192097E-07,9.999996
1,-31,-1.549721E-06,-2.000004
1,-49,-1.192097E-07,9.999996
1,-42,-8.344655E-07,3.999996
1,-42,-1.192097E-07,9.999996
1,-42,-1.549721E-06,-2.000004
1,-36,-8.344655E-07,3.999996
1,-36,-1.192097E-07,9.999996
1,-36,-1.549721E-06,-2.000004
1,-30,-8.344655E-07,3.999996
1,-30,-1.192097E-07,9.999996
1,-30,-1.549721E-06,-2.000004
1,-48,-1.192097E-07,9.999996
1,-48,-1.192097E-07,-2.000004
1,-48,-1.192097E-07,3.999996
1,-47,-8.344655E-07,2.999996
1,-47,-1.192097E-07,8.999996
1,-47,-1.549721E-06,-3.000004
1,-41,-8.344655E-07,2.999996
1,-41,-1.192097E-07,8.999996
1,-41,-1.549721E-06,-3.000004
1,-35,-8.344655E-07,2.999996
1,-35,-1.192097E-07,8.999996
1,-35,-1.549721E-06,-3.000004
1,-46,-8.344655E-07,2.999996
1,-46,-1.192097E-07,8.999996
1,-46,-1.549721E-06,-3.000004
1,-40,-8.344655E-07,2.999996
1,-40,-1.192097E-07,8.999996
1,-40,-1.549721E-06,-3.000004
1,-34,-8.344655E-07,2.999996
1,-34,-1.192097E-07,8.999996
1,-34,-1.549721E-06,-3.000004
1,-45,-8.344655E-07,2.999996
1,-45,-1.192097E-07,8.999996
1,-45,-1.549721E-06,-3.000004
1,-39,-8.344655E-07,2.999996
1,-39,-1.192097E-07,8.999996
1,-39,-1.549721E-06,-3.000004
1,-33,-8.344655E-07,2.999996
1,-33,-1.192097E-07,8.999996
1,-33,-1.549721E-06,-3.000004
1,-51,-1.192097E-07,8.999996
1,-44,-8.344655E-07,2.999996
1,-44,-1.192097E-07,8.999996
1,-44,-1.549721E-06,-3.000004
1,-38,-8.344655E-07,2.999996
1,-38,-1.192097E-07,8.999996
1,-38,-1.549721E-06,-3.000004
1,-32,-8.344655E-07,2.999996
1,-32,-1.192097E-07,8.999996
1,-32,-1.549721E-06,-3.000004
1,-43,-8.344655E-07,2.999996
1,-43,-1.192097E-07,8.999996
1,-43,-1.549721E-06,-3.000004
1,-37,-8.344655E-07,2.999996
1,-37,-1.192097E-07,8.999996
1,-37,-1.549721E-06,-3.000004
1,-31,-8.344655E-07,2.999996
1,-31,-1.192097E-07,8.999996
1,-31,-1.549721E-06,-3.000004
1,-49,-1.192097E-07,8.999996
1,-42,-8.344655E-07,2.999996
1,-42,-1.192097E-07,8.999996
1,-42,-1.549721E-06,-3.000004
